periode_data,wilayah,kecamatan,kelurahan,nama_rptra
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,DANAU SUNTER
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,SUNTER INDAH
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,SUNTER HIJAU
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,PULO BESAR
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,LESTARI INDAH
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,GREEN BISMA
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,MANGGALA BISMA
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,SUNGAI BAMBU
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,BAWANG PUTIH
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,SUTRA INDAH 3
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,SUTRA INDAH 4
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,SUTRA INDAH 1
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,KAMPUNG INDAH LESTARI
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,SUTRA INDAH 2
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,SUNTER MUARA
2023,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,SINDANG RAYA
2023,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,WALANG BARU
2023,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,TUGU PERMAI
2023,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,AMANAH
2023,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,PERMATA
2023,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK UTARA,RAWA BADAK UTARA
2023,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK UTARA,RADAR PEMBANGUNAN
2023,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,RASELA
2023,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,CILINCING BERSERI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SUKAPURA,MANUNGGAL JUANG
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SUKAPURA,TAMAN PINUS
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SUKAPURA,ANOA
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,MARUNDA
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,GREEN MARUNDA
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,MUTIARA
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,SIRIH KUNING
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,AL ALAM
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,SI PITUNG
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,MANGROVE
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,GABUS PUCUNG
2023,KOTA ADM. JAKARTA UTARA,CILINCING,ROROTAN,ROROTAN INDAH
2023,KOTA ADM. JAKARTA UTARA,CILINCING,ROROTAN,MALAKA ASRI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,ROROTAN,PANCARONA
2023,KOTA ADM. JAKARTA UTARA,CILINCING,ROROTAN,ROROTAN INDAH 2
2023,KOTA ADM. JAKARTA UTARA,CILINCING,ROROTAN,SUNDIRO
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,INTILAND TEDUH SEMPER BARAT
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,TIPAR ASRI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,PESONA TIPAR
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,GREEN RENGAS
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,SATRIA BIRU
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,TRIPUTRA PERSADA HIJAU
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,TAMAN SENA
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,DUKUH MANIS
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,KAPUAS DUA SATU DUA
2023,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,PATIMURA
2023,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,BUDI MULIA
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,BIRU LAUT
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,GADING HARMONI
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,DEWI SHINTA
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,GADING TARIAN
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,NKRI
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,H. OYAR
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,KELAPA NIAS IX
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,GRIYA PRATAMA
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,GADING AYU
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,BELLYRA TAMAN TASKA
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,KELAPA PUAN
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,KELAPA NIAS III
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,PONDOK GADING
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,KITA BERSAUDARA
2023,KOTA ADM. JAKARTA BARAT,TAMANSARI,MAPHAR,MATAHARI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,KALIJODO
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEBON JERUK,JERUK MANIS
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,DUPA WANGI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,KEDOYA UTARA
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,PANDAWA
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,KALIDERES,KALIDERES
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,TEGAL ALUR,ALUR KEMUNING
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,TEGAL ALUR,ALUR ANGGREK
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,TEGAL ALUR,ALUR DAHLIA
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,TEGAL ALUR,ALUR FLAMBOYAN
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,KAMAL,CAMBELA
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,KAMAL,PORAYA
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,PEGADUNGAN,PEGADUNGAN
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,PEGADUNGAN,KENANGA
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,PEGADUNGAN,NUSA INDAH
2023,KOTA ADM. JAKARTA BARAT,PALMERAH,PALMERAH,MAYA ASRI 13
